scenario,policy,period,observations,ce,annualized_mean,annualized_volatility,turnover,average_exposure,average_cash,cagr,maximum_drawdown,worst_21_session_return
cost25,equal,2021,252,0.052624982439466346,0.059604160701404174,0.06821132976242694,0.7966849981032627,0.7249836004536826,0.2750163995463174,0.05895086681531869,-0.03670188750015424,-0.03193550205834761
cost25,equal,2022,251,-0.16988713159669822,-0.14598283370316928,0.1262386572951644,0.7717222827350838,0.7499045183080347,0.25009548169196516,-0.1426922197694609,-0.18926584233593435,-0.08527875134518448
cost25,equal,2023,250,0.12940877291581895,0.1385306566628863,0.0779824071914828,0.5380322025387007,0.750357452618901,0.2496425473810991,0.14507409057023612,-0.07405996545607385,-0.050433280641739575
cost25,equal,2024,247,0.09032290985789233,0.0989944891721461,0.07603323533935125,1.577049261454147,0.7470177556769663,0.25298224432303373,0.10086287628965884,-0.04035987120005713,-0.020141392170270445
cost25,mean,all,1752,0.02110103520903264,0.02111278403151453,0.0027986690267447637,1.9975062344140015,0.0,1.0,0.02133233436937787,-0.0025000000000000577,-0.0014469449414348245
cost25,mean,excluding_2020,1499,0.02399466994084195,0.02400721241217675,0.0028916513545957233,1.9975062344139967,0.0,1.0,,,
cost25,mean,2018,247,0.014681945113044381,0.014695553655425278,0.0030120361198473834,0.997506234413969,0.0,1.0,0.014799040862699231,-0.0023852610020761444,-0.0014469449414348245
cost25,mean,2019,252,0.02011292295033671,0.020118293465050008,0.0018921794688133708,6.284824998222706e-15,0.0,1.0,0.020319391991693303,-0.00021858292867349416,0.001060535991363798
cost25,mean,2020,253,0.003958558388096323,0.003963581886800447,0.001830027086160944,4.915687221130505e-15,0.0,1.0,0.00396974156588259,-0.0008843796237582024,-0.0006330212490823772
cost25,mean,2021,252,-0.000985930797758914,-0.0009830384990818786,0.0013885960960709645,4.7033470582362205e-15,0.0,1.0,-0.0009835167373035691,-0.0010929180423948637,-0.00032831140690448013
cost25,mean,2022,251,0.013997618811954566,0.014006849275223145,0.0024806535790095384,5.9681621725120754e-15,0.0,1.0,0.014101902857260207,-0.0003281284501814863,-0.0003281284501814863
cost25,mean,2023,250,0.04864780052460225,0.04865995646273554,0.0028467452916498934,6.19556650149267e-15,0.0,1.0,0.0498541242898598,-0.00021813266807546583,0.0028759298612048845
cost25,mean,2024,247,0.0479722699854631,0.04799278185333619,0.003697915437386735,1.0000000000000044,0.0,1.0,0.04915113993770337,-0.0025000000000001688,0.00140766656921687
cost25,mean_ungated,all,1752,0.042295005999288794,0.0685413150437997,0.13227826489263939,8.004795290262145,0.6180016091483362,0.3819983908516637,0.06154975406555119,-0.25428073464591083,-0.24761716071002948
cost25,mean_ungated,excluding_2020,1499,0.057668945742737565,0.07841161146211284,0.11759440383333235,6.721523483517593,0.6473535579899383,0.35264644201006173,,,
cost25,mean_ungated,2018,247,-0.07372970977137665,-0.04507265120794535,0.1382197732198769,1.533334122751422,0.7461098831456309,0.2538901168543692,-0.05315239232992952,-0.1676915677973274,-0.08657469083601566
cost25,mean_ungated,2019,252,0.17935441035182223,0.19308827043972332,0.09568650231494195,0.7988499992787551,0.6768453733999449,0.32315462660005506,0.2073780256493163,-0.06245123671850683,-0.05243478795158618
cost25,mean_ungated,2020,253,-0.04898189173233493,0.010060784091027486,0.19839804404842706,1.2832718067445503,0.4440942126520467,0.5559057873479535,-0.00984696795772888,-0.25428073464591117,-0.24761716071002982
cost25,mean_ungated,2021,252,0.10632539652032624,0.1192761200099196,0.09291832789998378,1.0965189843902805,0.5969912284809497,0.40300877151905046,0.12181430403089633,-0.04864519504689013,-0.04362628640057675
cost25,mean_ungated,2022,251,-0.19232209586410184,-0.1545285540495291,0.1587315171698693,0.9443220786318711,0.5661059517081991,0.43389404829180084,-0.15392364091850763,-0.18716112481328262,-0.08820258878725484
cost25,mean_ungated,2023,250,0.1751730485057779,0.18603187567700868,0.08508359485913754,0.8057052306725964,0.5538280113249221,0.44617198867507796,0.20005262031874227,-0.07471973850673885,-0.04342253584859668
cost25,mean_ungated,2024,247,0.15059582570132324,0.17099118293092813,0.11660576666587544,1.542793067792669,0.7471150684452338,0.25288493155476627,0.17839852441047754,-0.07598528120038339,-0.04657488580099922
cost25,raw_gbm2,all,1752,0.0218050790585131,0.026238138772092523,0.0543633437380951,41.28586163779538,0.054130273045484116,0.945869726954516,0.025069836296112813,-0.10887725620078825,-0.08954283034232413
cost25,raw_gbm2,excluding_2020,1499,0.02005005774774007,0.02180018147269693,0.0341577099638023,31.339875357687752,0.044893720006796374,0.9551062799932035,,,
cost25,raw_gbm2,2018,247,-0.009140298724805745,-0.004903080744374971,0.053148960356284004,12.086443107018933,0.08672820230498166,0.9132717976950184,-0.006286206105262981,-0.06835731883295215,-0.043396298160147895
cost25,raw_gbm2,2019,252,0.020112922950339264,0.02011829346505256,0.001892179468813503,5.626980256131252e-15,0.0,1.0,0.020319391991695523,-0.00021858292867327211,0.00106053599136402
cost25,raw_gbm2,2020,253,0.032138211245321985,0.052532597237681444,0.11660299021997522,9.94598628010763,0.10885593709683956,0.8911440629031605,0.04681132943043487,-0.10887725620078847,-0.08954283034232402
cost25,raw_gbm2,2021,252,-0.0009859307977595781,-0.0009830384990825447,0.0013885960960704977,3.9755725164389505e-15,0.0,1.0,-0.0009835167373042353,-0.0010929180423953078,-0.00032831140690459115
cost25,raw_gbm2,2022,251,0.012910993461436097,0.01917063494404916,0.06459949165235004,17.75229273225766,0.18276422438588563,0.8172357756141143,0.01724790351093919,-0.03787235226989272,-0.03401332146105174
cost25,raw_gbm2,2023,250,0.04959236100928646,0.04960560892511374,0.0029718586582895812,0.5011395184111411,0.0,1.0,0.050846816680499174,-0.0002181326680757989,0.0028759298612053286
