asset,scenario,model,period,cagr,zero_cash_sharpe,annual_vol,max_drawdown,calmar,terminal_multiple,mean_exposure,one_way_turnover_per_year,fees_initial_capital,worst_day
ETH,frictionless,constant,2020,0.17683778873694211,1.8188719564060345,0.09172419570797859,-0.07589812691752007,2.329936138333362,1.1772313364053488,0.02459016393442623,17.961989828350443,0.0,-0.01881565880938707
ETH,frictionless,constant,2021,0.2994281534737899,1.4322987579185225,0.19588501978831255,-0.1554855054432035,1.925762485836125,1.2991952162498954,0.038356164383561646,28.01993265259776,0.0,-0.07929347055975944
ETH,frictionless,constant,2022,-0.17949369491585465,-0.5717710243923118,0.2767017281557762,-0.2740933544933658,-0.6548633594113612,0.8206174171825182,0.03561643835616438,26.01714960447601,0.0,-0.16485702570955652
ETH,frictionless,constant,2023,0.008109949946982775,0.23644186098164333,0.03704308560715487,-0.029598714619457178,0.2739966938176286,1.0081043765557844,0.021917808219178082,16.010922470474355,0.0,-0.025412416572220153
ETH,frictionless,constant,2024,0.17190418427704923,1.0068542160849456,0.17143532739611525,-0.15286160579288688,1.1245739790929794,1.1722859694162353,0.02459016393442623,17.963216806040304,0.0,-0.06908757048174907
ETH,frictionless,constant,2025,0.41092387897078386,1.75926664792806,0.20719978842287284,-0.10522860638067799,3.905058644264602,1.4092626294644781,0.03296703296703297,24.081916273258052,0.0,-0.06352432012539799
MIX,frictionless,constant,full,0.07697268585031414,0.5771478607222132,0.14745709448133051,-0.22024589660236737,0.34948522100859325,1.5602135576279808,0.026964993426275754,19.71136233698231,0.0,-0.15164138903341395
MIX,frictionless,constant,2020_2022,0.024169868851828147,0.22646555900333262,0.17420606144206574,-0.22024589660236737,0.1097403821123828,1.074293834773461,0.029097754088030267,21.285540413729265,0.0,-0.15164138903341395
MIX,frictionless,constant,2023_end,0.13254983611931448,1.1410563313850148,0.11462984665566171,-0.13902473260759374,0.9534262978476278,1.4523154719183387,0.024830285037889498,18.13574665468581,0.0,-0.059155307614272123
MIX,frictionless,constant,2020,-0.006456394305824342,0.013688169801341145,0.12563945965335943,-0.1609717794003669,-0.0401088583966391,0.9935303911890556,0.02549683760546718,18.683991370455868,0.0,-0.09922772749719067
